Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Z3/v-->v/V1/Chc/0/numPlain/479622/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,55.87203386501642,55.41319803521037,56.28076056030113,0.4790418098882665,0.399396897860174,0.5343954282263703
Z3/v-->v/V2/Chc/0/numPlain/687613/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,74.08113929523581,72.89173075746899,75.41702539577575,1.5759711316164473,0.6379134765205308,2.0102223230468135
Z3/v-->v/V3/Chc/0/numPlain/77192/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,13.070328097780779,12.667509405320743,13.633029219306385,0.5738314539984388,0.16479276391348918,0.7654771581921689
Z3/v-->v/V4/Chc/0/numPlain/70791/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,12.703931361068195,12.144493574625812,13.214393621853862,0.7147585839659837,0.2665037802653387,0.9842341678369398
Z3/v-->v/V1*V2/Chc/3250/numPlain/27749/Compression/0.4893513832228362/VCore_Total/5633/VCorePlain/2383/VCoreVar/3250/Variants/4,170.11510518038995,167.91795249673305,173.96265569192474,3.6509437704130487,0.8138741567963734,4.653214689220415
Z3/v-->v/V1*V2*V3/Chc/4015/numPlain/27005/Compression/0.24787976051561864/VCore_Total/6030/VCorePlain/2036/VCoreVar/3994/Variants/8,274.96544741712086,268.64354635740165,284.62788603140507,9.411844288484502,1.987575670102757,12.304750418139044
Z3/v-->v/V1*V2*V3*V4/Chc/4212/numPlain/26808/Compression/0.12398757051810842/VCore_Total/6137/VCorePlain/1946/VCoreVar/4191/Variants/16,561.2178912227391,556.2798567226855,568.5543003550265,7.652718788588328,1.0625474249656195,9.803053588701818
Z3/p-->v/V1/Chc/0/numPlain/479622/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,77.1544241400067,76.16878140609091,78.59705807743012,1.3695560071675683,0.5021468622139542,1.7740975287903553
Z3/p-->v/V2/Chc/0/numPlain/687613/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,101.79799020872451,101.12949804443633,102.41919249773491,0.7436142490692318,0.503049789001941,0.8993357971902904
Z3/p-->v/V3/Chc/0/numPlain/77192/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,12.053826797414027,11.974633996374905,12.13301959845315,9.192984144738808e-2,7.688746609104147e-2,0.10049990769871546
Z3/p-->v/V4/Chc/0/numPlain/70791/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,11.584486817349292,11.351015126643082,11.821042259252863,0.2776347171195887,0.15327782921515598,0.3859019446943941
Z3/p-->v/V1*V2/Chc/3250/numPlain/27749/Compression/0.4893513832228362/VCore_Total/5633/VCorePlain/2383/VCoreVar/3250/Variants/4,344.07222810413805,342.79142601654166,344.91070153948385,1.2384757331742895,0.4655985016725026,1.6314190582102104
Z3/p-->v/V1*V2*V3/Chc/4015/numPlain/27005/Compression/0.24787976051561864/VCore_Total/6030/VCorePlain/2036/VCoreVar/3994/Variants/8,698.4517217547012,696.0226285466924,699.9489474192573,2.4786198925236174,1.1307162422065744,3.4576945618761528
Z3/p-->v/V1*V2*V3*V4/Chc/4212/numPlain/26808/Compression/0.12398757051810842/VCore_Total/6137/VCorePlain/1946/VCoreVar/4191/Variants/16,1532.4822095903412,1489.1459810696929,1611.0474882624694,76.26099752057841,2.068271794150988,91.7535054776978
Z3/p-->p/V1/Chc/0/numPlain/479622/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,76.48480155513,75.52999955345877,77.3835227927193,1.1853557996451134,0.510984708166994,1.4854734761704618
Z3/p-->p/V2/Chc/0/numPlain/687613/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,101.34512860208633,100.36641536784009,102.06539354217239,1.0290765917793236,0.5968607688199391,1.4376661947420164
Z3/p-->p/V3/Chc/0/numPlain/77192/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,12.71308348281309,12.381791730818804,12.952346597914584,0.3275994646844467,0.11230029992293566,0.4473793727789898
Z3/p-->p/V4/Chc/0/numPlain/70791/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,12.678922021664524,12.525752044826126,12.76643242968324,0.14937511884922364,4.370167839806527e-2,0.2020966305059979
Z3/p-->p/V1*V2/Chc/3250/numPlain/27749/Compression/0.4893513832228362/VCore_Total/5633/VCorePlain/2383/VCoreVar/3250/Variants/4,338.5480427632186,333.7139457152225,341.44118508762523,4.819219516465866,1.9043752016344513,6.681425999200324
Z3/p-->v/V1*V2*V3*V4/Chc/4212/numPlain/26808/Compression/0.12398757051810842/VCore_Total/6137/VCorePlain/1946/VCoreVar/4191/Variants/16,1640.5919251893938,1631.155582518666,1658.8063882199058,18.031943707035282,7.308129793996798e-2,21.719218626500915
Z3/p-->p/V1/Chc/0/numPlain/479622/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,88.60294105230908,86.56445252650883,90.48846572940238,2.235990543231064,1.8828020661229445,2.379573492810052
Z3/p-->p/V1*V2*V3/Chc/4015/numPlain/27005/Compression/0.24787976051561864/VCore_Total/6030/VCorePlain/2036/VCoreVar/3994/Variants/8,690.17397957236,685.3899446752039,693.57184369313,4.665513367331042,1.5326115388833403,6.3144195203016755
Z3/p-->p/V2/Chc/0/numPlain/687613/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,114.13683720783835,111.61084014359707,117.78232183298678,3.496853857259698,1.1891074665506776,4.644432873496963
Z3/p-->p/V3/Chc/0/numPlain/77192/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,14.62087167451197,14.121621970291017,14.990375200868584,0.5007289578190146,0.2034182942494176,0.6245927365575102
Z3/p-->p/V4/Chc/0/numPlain/70791/Compression/0.0/VCore_Total/1/VCorePlain/1/VCoreVar/0/Variants/1,14.265431149552265,13.731755702756345,14.515449972862067,0.39308407185692473,0.12705537886358798,0.5178159150802691
Z3/p-->p/V1*V2/Chc/3250/numPlain/27749/Compression/0.4893513832228362/VCore_Total/5633/VCorePlain/2383/VCoreVar/3250/Variants/4,383.48153543193865,379.6646755047841,386.9266012850567,4.089716776881842,3.199863369134504,4.923338666890848
Z3/p-->p/V1*V2*V3/Chc/4015/numPlain/27005/Compression/0.24787976051561864/VCore_Total/6030/VCorePlain/2036/VCoreVar/3994/Variants/8,774.2633912419163,742.8799932787273,792.1304865455216,30.863624683413715,8.701585288043134,41.2622891326929
Z3/p-->p/V1*V2*V3*V4/Chc/4212/numPlain/26808/Compression/0.12398757051810842/VCore_Total/6137/VCorePlain/1946/VCoreVar/4191/Variants/16,1407.8217711428879,1377.3786354886252,1434.1692612901097,32.89153177199033,18.226473666209962,42.62044844966819
Z3/v-->p/V1/Chc/1147/numPlain/29852/Compression/0.9480416006067428/VCore_Total/4964/VCorePlain/3817/VCoreVar/1147/Variants/2,59.54114719416248,58.535244451777544,60.837331907241605,1.3431412229401924,0.4921132889261508,1.8309195874519444
Z3/v-->p/V2/Chc/2103/numPlain/28896/Compression/0.9641607996709252/VCore_Total/5631/VCorePlain/3528/VCoreVar/2103/Variants/2,78.6165416550648,77.9540975492273,79.08340266896994,0.6682098655721616,0.29508103025694987,0.8693394865075138
Z3/v-->p/V3/Chc/765/numPlain/30234/Compression/0.7335247760052448/VCore_Total/6028/VCorePlain/5263/VCoreVar/765/Variants/2,11.032860896297885,10.86104230809724,11.185004361051444,0.18087908040336564,0.13330084958021327,0.21866518619092376
Z3/v-->p/V4/Chc/197/numPlain/30802/Compression/0.7135937782600832/VCore_Total/6133/VCorePlain/5936/VCoreVar/197/Variants/2,9.894880624022335,9.6954563059262,10.081137181143276,0.2162787137975517,0.17778329306747764,0.23569610559446252
Z3/v-->p/V1*V2/Chc/3250/numPlain/27749/Compression/0.4893513832228362/VCore_Total/5633/VCorePlain/2383/VCoreVar/3250/Variants/4,250.05764129104986,248.65138896350982,251.1161131594272,1.3911445927867954,0.7901211518716735,1.7155178863169598
Z3/v-->p/V1*V2*V3/Chc/4015/numPlain/27005/Compression/0.24787976051561864/VCore_Total/6030/VCorePlain/2036/VCoreVar/3994/Variants/8,502.20429646084085,497.0880079061608,505.6931314362446,5.439892635118182,3.074132111738436,7.682632150829336
Z3/p-->p/V1*V2*V3*V4/Chc/4212/numPlain/26808/Compression/0.12398757051810842/VCore_Total/6137/VCorePlain/1946/VCoreVar/4191/Variants/16,1443.9760071098087,1380.0986440574634,1493.051941827609,64.64128309878706,42.883338337036506,79.10216272086225
Z3/v-->p/V1/Chc/1147/numPlain/29852/Compression/0.9480416006067428/VCore_Total/4964/VCorePlain/3817/VCoreVar/1147/Variants/2,58.951432797155576,57.49140184838325,60.31913967715809,1.615488251701017,1.2242646239618362,1.9014321883105298
Z3/v-->p/V2/Chc/2103/numPlain/28896/Compression/0.9641607996709252/VCore_Total/5631/VCorePlain/3528/VCoreVar/2103/Variants/2,81.16707018584323,80.97133523400407,81.4111579095091,0.25493209790883276,0.10195166443662013,0.3500788441000102
Z3/v-->p/V3/Chc/765/numPlain/30234/Compression/0.7335247760052448/VCore_Total/6028/VCorePlain/5263/VCoreVar/765/Variants/2,11.368740754104996,11.31330517528113,11.451182211167179,7.998623597247022e-2,8.304459132526532e-3,0.106137791711838
Z3/v-->p/V4/Chc/197/numPlain/30802/Compression/0.7135937782600832/VCore_Total/6133/VCorePlain/5936/VCoreVar/197/Variants/2,10.838936793938046,10.53874129516771,11.338661598158069,0.47813794362816764,6.773861339570969e-2,0.610901807172181
Z3/v-->p/V1*V2/Chc/3250/numPlain/27749/Compression/0.4893513832228362/VCore_Total/5633/VCorePlain/2383/VCoreVar/3250/Variants/4,260.4265489698834,258.98511526803486,261.27978269712185,1.4279834238894693,0.5300675052567385,1.9704588884111396
Z3/v-->p/V1*V2*V3*V4/Chc/4212/numPlain/26808/Compression/0.12398757051810842/VCore_Total/6137/VCorePlain/1946/VCoreVar/4191/Variants/16,1038.3474909891472,1035.3580285955202,1040.3178894752346,3.191163511929125,1.8117203353904188,4.497931058719642
Z3/v-->p/V1*V2*V3/Chc/4015/numPlain/27005/Compression/0.24787976051561864/VCore_Total/6030/VCorePlain/2036/VCoreVar/3994/Variants/8,518.612955235391,514.8574488377004,521.3372069796314,3.8199568070897545,1.429455522629281,4.812547801530556
Z3/v-->p/V1*V2*V3*V4/Chc/4212/numPlain/26808/Compression/0.12398757051810842/VCore_Total/6137/VCorePlain/1946/VCoreVar/4191/Variants/16,1110.3374294278037,1070.4043806445552,1125.6269365951302,27.198344184196603,5.114421542733908,33.74925195956774
