Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB,DataSet,Algorithm,Config,ChcCount,PlainCount,CompressionRatio,VCoreSize,VCorePlain,VCoreVar,Variants,Core
Z3/v-->v/V1*V2/Chc/1322/numPlain/3143/Compression/0.43001393608958216/VCore_Total/2309/VCorePlain/996/VCoreVar/1313/Variants/4/Core/1,0.7799734565418627,0.7585134191256202,0.7942567298335537,0.021694097313295302,0.00958661683337897,0.030314752567543242,Z3,v-->v,V1*V2,1322,3143,0.43001393608958216,2309,996,1313,4,1
Z3/v-->v/V1*V2*V3/Chc/1400/numPlain/3081/Compression/0.22435286784508815/VCore_Total/2326/VCorePlain/951/VCoreVar/1375/Variants/8/Core/1,1.7790887417706926,1.7644866476878178,1.8020631121239603,0.024134886368614644,0.002324739685489151,0.03047620226686112,Z3,v-->v,V1*V2*V3,1400,3081,0.22435286784508815,2326,951,1375,8,1
Z3/v-->v/V1*V2*V3*V4/Chc/1478/numPlain/3011/Compression/0.11778550160073432/VCore_Total/2374/VCorePlain/929/VCoreVar/1445/Variants/16/Core/1,3.924204668166491,3.869081751749718,3.9534709379995547,0.05210973391161825,0.002273082166236007,0.06496282586404892,Z3,v-->v,V1*V2*V3*V4,1478,3011,0.11778550160073432,2374,929,1445,16,1
Z3/v-->v/V1*V2*V3*V4*V5/Chc/2159/numPlain/2695/Compression/6.495518204814074e-2/VCore_Total/2382/VCorePlain/621/VCoreVar/1761/Variants/32/Core/1,10.280933982852957,10.166864053248446,10.408295210561164,0.13233757836637894,0.06693354932011093,0.18585379155368079,Z3,v-->v,V1*V2*V3*V4*V5,2159,2695,0.06495518204814074,2382,621,1761,32,1
Z3/v-->v/V1*V2*V3*V4*V5*V6/Chc/2827/numPlain/2152/Compression/3.38131445426035e-2/VCore_Total/2814/VCorePlain/510/VCoreVar/2304/Variants/64/Core/1,26.161720548187457,26.080096076374957,26.243345019999957,0.09778057426883575,0.05913481037487145,0.12022064571681022,Z3,v-->v,V1*V2*V3*V4*V5*V6,2827,2152,0.0338131445426035,2814,510,2304,64,1
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7/Chc/3248/numPlain/1881/Compression/1.7402113646176727e-2/VCore_Total/2929/VCorePlain/354/VCoreVar/2575/Variants/128/Core/1,56.88060331147926,55.69565934266575,57.34172563093807,0.8155065561585881,0.10966229883095846,1.0649163810755524,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7,3248,1881,0.017402113646176727,2929,354,2575,128,1
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8/Chc/3633/numPlain/1562/Compression/8.931392725462844e-3/VCore_Total/3186/VCorePlain/292/VCoreVar/2894/Variants/256/Core/1,117.05670109424985,115.8707201194984,117.65637844925034,1.1764822145360825,0.019352950187584428,1.3848955293458334,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8,3633,1562,0.008931392725462844,3186,292,2894,256,1
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8*V9/Chc/3752/numPlain/1498/Compression/4.533901687595635e-3/VCore_Total/3213/VCorePlain/255/VCoreVar/2958/Variants/512/Core/1,247.03422102666536,243.96543334199941,249.147732697249,3.0521881159716555,1.4926348310837056,3.929661698579215,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8*V9,3752,1498,0.004533901687595635,3213,255,2958,512,1
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8*V9*V10/Chc/3809/numPlain/1441/Compression/2.2627576375406533e-3/VCore_Total/3250/VCorePlain/235/VCoreVar/3015/Variants/1024/Core/1,461.07932541039736,455.3812887075028,465.0046526757924,5.587060513944976,1.8537757414578664,7.6498039718849915,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8*V9*V10,3809,1441,0.0022627576375406533,3250,235,3015,1024,1
Z3/v-->v/V1*V2/Chc/1322/numPlain/3143/Compression/0.43001393608958216/VCore_Total/2309/VCorePlain/996/VCoreVar/1313/Variants/4/Core/2,0.5093613736039515,0.49262745599844493,0.5161299788546785,0.012006329820424759,0.003540337957929296,0.015631424254182142,Z3,v-->v,V1*V2,1322,3143,0.43001393608958216,2309,996,1313,4,2
Z3/v-->v/V1*V2*V3/Chc/1400/numPlain/3081/Compression/0.22435286784508815/VCore_Total/2326/VCorePlain/951/VCoreVar/1375/Variants/8/Core/2,1.1425966762288529,1.095829682002659,1.1583604698945842,0.03172826720914941,0.003540034193624822,0.03994495625906375,Z3,v-->v,V1*V2*V3,1400,3081,0.22435286784508815,2326,951,1375,8,2
Z3/v-->v/V1*V2*V3*V4/Chc/1478/numPlain/3011/Compression/0.11778550160073432/VCore_Total/2374/VCorePlain/929/VCoreVar/1445/Variants/16/Core/2,2.5062105552293965,2.4878467978778644,2.519846016748488,0.01954796657855538,0.014911194906066747,0.0229244606959643,Z3,v-->v,V1*V2*V3*V4,1478,3011,0.11778550160073432,2374,929,1445,16,2
Z3/v-->v/V1*V2*V3*V4*V5/Chc/2159/numPlain/2695/Compression/6.495518204814074e-2/VCore_Total/2382/VCorePlain/621/VCoreVar/1761/Variants/32/Core/2,6.431039642854103,6.416167538749505,6.4458860733134316,0.018851941840918488,0.0015660415349544078,0.023399352418856916,Z3,v-->v,V1*V2*V3*V4*V5,2159,2695,0.06495518204814074,2382,621,1761,32,2
Z3/v-->v/V1*V2*V3*V4*V5*V6/Chc/2827/numPlain/2152/Compression/3.38131445426035e-2/VCore_Total/2814/VCorePlain/510/VCoreVar/2304/Variants/64/Core/2,15.994214726311082,15.894743476495023,16.066005170625736,0.10600842851026596,0.06177950934398298,0.14893802588231778,Z3,v-->v,V1*V2*V3*V4*V5*V6,2827,2152,0.0338131445426035,2814,510,2304,64,2
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7/Chc/3248/numPlain/1881/Compression/1.7402113646176727e-2/VCore_Total/2929/VCorePlain/354/VCoreVar/2575/Variants/128/Core/2,34.064971550749306,34.02043767649957,34.13108389324907,0.06265939818834822,0.01907445274900965,0.08082129628599932,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7,3248,1881,0.017402113646176727,2929,354,2575,128,2
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8/Chc/3633/numPlain/1562/Compression/8.931392725462844e-3/VCore_Total/3186/VCorePlain/292/VCoreVar/2894/Variants/256/Core/2,70.599305340875,70.47796314950028,70.69105767662495,0.1189518654240549,0.049322176998735756,0.1458051437617876,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8,3633,1562,0.008931392725462844,3186,292,2894,256,2
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8*V9/Chc/3752/numPlain/1498/Compression/4.533901687595635e-3/VCore_Total/3213/VCorePlain/255/VCoreVar/2958/Variants/512/Core/2,144.39223899568756,144.0721145630623,144.60857774268788,0.31210460547667424,0.08664338704425034,0.41296954822286114,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8*V9,3752,1498,0.004533901687595635,3213,255,2958,512,2
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8*V9*V10/Chc/3809/numPlain/1441/Compression/2.2627576375406533e-3/VCore_Total/3250/VCorePlain/235/VCoreVar/3015/Variants/1024/Core/2,293.7402791603954,293.38194974508406,293.9662360594366,0.36097741395354005,0.17498889236372042,0.4791193383990339,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8*V9*V10,3809,1441,0.0022627576375406533,3250,235,3015,1024,2
Z3/v-->v/V1*V2/Chc/1322/numPlain/3143/Compression/0.43001393608958216/VCore_Total/2309/VCorePlain/996/VCoreVar/1313/Variants/4/Core/3,0.4438873365206746,0.4320212539387285,0.45271009516545746,0.011538997839932189,0.005146724069650004,0.01522856424459197,Z3,v-->v,V1*V2,1322,3143,0.43001393608958216,2309,996,1313,4,3
Z3/v-->v/V1*V2*V3/Chc/1400/numPlain/3081/Compression/0.22435286784508815/VCore_Total/2326/VCorePlain/951/VCoreVar/1375/Variants/8/Core/3,0.7821723116264062,0.7569143565039363,0.7958964573751169,0.024137861460441022,0.01144892399922054,0.030008435242071013,Z3,v-->v,V1*V2*V3,1400,3081,0.22435286784508815,2326,951,1375,8,3
Z3/v-->v/V1*V2*V3*V4/Chc/1478/numPlain/3011/Compression/0.11778550160073432/VCore_Total/2374/VCorePlain/929/VCoreVar/1445/Variants/16/Core/3,1.800617543896654,1.78506225025194,1.8161728375413682,0.019710071427440613,0.0011926714250795369,0.024265615688613143,Z3,v-->v,V1*V2*V3*V4,1478,3011,0.11778550160073432,2374,929,1445,16,3
Z3/v-->v/V1*V2*V3*V4*V5/Chc/2159/numPlain/2695/Compression/6.495518204814074e-2/VCore_Total/2382/VCorePlain/621/VCoreVar/1761/Variants/32/Core/3,4.700657686519814,4.678298218958541,4.714170446330779,0.02178428523452522,0.010037240915456547,0.02761445350639063,Z3,v-->v,V1*V2*V3*V4*V5,2159,2695,0.06495518204814074,2382,621,1761,32,3
Z3/v-->v/V1*V2*V3*V4*V5*V6/Chc/2827/numPlain/2152/Compression/3.38131445426035e-2/VCore_Total/2814/VCorePlain/510/VCoreVar/2304/Variants/64/Core/3,11.802261453395507,11.774579341748904,11.82396170524953,0.03138903792999554,0.01774234010005858,0.043928674513761416,Z3,v-->v,V1*V2*V3*V4*V5*V6,2827,2152,0.0338131445426035,2814,510,2304,64,3
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7/Chc/3248/numPlain/1881/Compression/1.7402113646176727e-2/VCore_Total/2929/VCorePlain/354/VCoreVar/2575/Variants/128/Core/3,24.995163909186584,24.953736174998994,25.0625235326861,0.06395546408576949,0.004177116494986491,0.07986875176741084,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7,3248,1881,0.017402113646176727,2929,354,2575,128,3
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8/Chc/3633/numPlain/1562/Compression/8.931392725462844e-3/VCore_Total/3186/VCorePlain/292/VCoreVar/2894/Variants/256/Core/3,51.62003759739688,51.4923356765039,51.72403419851995,0.13220756540130923,0.10342406916545954,0.1563612909875507,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8,3633,1562,0.008931392725462844,3186,292,2894,256,3
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8*V9/Chc/3752/numPlain/1498/Compression/4.533901687595635e-3/VCore_Total/3213/VCorePlain/255/VCoreVar/2958/Variants/512/Core/3,105.35739918785505,105.17852906937696,105.46270740527112,0.17643057619416605,0.07331497717115634,0.24319891069219057,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8*V9,3752,1498,0.004533901687595635,3213,255,2958,512,3
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8*V9*V10/Chc/3809/numPlain/1441/Compression/2.2627576375406533e-3/VCore_Total/3250/VCorePlain/235/VCoreVar/3015/Variants/1024/Core/3,215.00847877648098,214.6954165910065,215.1280586664167,0.21320835285304063,0.009392988411193265,0.27615792657621835,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8*V9*V10,3809,1441,0.0022627576375406533,3250,235,3015,1024,3
Z3/v-->v/V1*V2/Chc/1322/numPlain/3143/Compression/0.43001393608958216/VCore_Total/2309/VCorePlain/996/VCoreVar/1313/Variants/4/Core/4,0.4599143583524589,0.44889938230880944,0.46564450627041276,0.010540172650020491,0.0015777656244608806,0.013233209771708066,Z3,v-->v,V1*V2,1322,3143,0.43001393608958216,2309,996,1313,4,4
Z3/v-->v/V1*V2*V3/Chc/1400/numPlain/3081/Compression/0.22435286784508815/VCore_Total/2326/VCorePlain/951/VCoreVar/1375/Variants/8/Core/4,0.8046403192076165,0.7774840134989063,0.8333725572501862,0.035064811533293175,0.017628854050367702,0.04484656281166546,Z3,v-->v,V1*V2*V3,1400,3081,0.22435286784508815,2326,951,1375,8,4
Z3/v-->v/V1*V2*V3*V4/Chc/1478/numPlain/3011/Compression/0.11778550160073432/VCore_Total/2374/VCorePlain/929/VCoreVar/1445/Variants/16/Core/4,1.6290891504571239,1.6040751402081999,1.6438541343316804,0.025052299095367513,0.0125461614176553,0.0340982696582227,Z3,v-->v,V1*V2*V3*V4,1478,3011,0.11778550160073432,2374,929,1445,16,4
Z3/v-->v/V1*V2*V3*V4*V5/Chc/2159/numPlain/2695/Compression/6.495518204814074e-2/VCore_Total/2382/VCorePlain/621/VCoreVar/1761/Variants/32/Core/4,4.014341520978026,3.9631491749969427,4.037879447665849,0.03890692861164028,0.005240438556762886,0.054358513237520265,Z3,v-->v,V1*V2*V3*V4*V5,2159,2695,0.06495518204814074,2382,621,1761,32,4
Z3/v-->v/V1*V2*V3*V4*V5*V6/Chc/2827/numPlain/2152/Compression/3.38131445426035e-2/VCore_Total/2814/VCorePlain/510/VCoreVar/2304/Variants/64/Core/4,9.863044488499327,9.819865850748101,9.88643498474994,0.04164954204898323,0.007204709500001627,0.05401803722708155,Z3,v-->v,V1*V2*V3*V4*V5*V6,2827,2152,0.0338131445426035,2814,510,2304,64,4
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7/Chc/3248/numPlain/1881/Compression/1.7402113646176727e-2/VCore_Total/2929/VCorePlain/354/VCoreVar/2575/Variants/128/Core/4,20.818907251959445,20.756373960335623,20.855047963083962,0.06150355287565944,0.02231203848079516,0.08346339718577783,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7,3248,1881,0.017402113646176727,2929,354,2575,128,4
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8/Chc/3633/numPlain/1562/Compression/8.931392725462844e-3/VCore_Total/3186/VCorePlain/292/VCoreVar/2894/Variants/256/Core/4,43.04807308224796,42.974403187246935,43.098555417498574,0.07360518215797547,0.029806388498400338,0.09557243140836799,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8,3633,1562,0.008931392725462844,3186,292,2894,256,4
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8*V9/Chc/3752/numPlain/1498/Compression/4.533901687595635e-3/VCore_Total/3213/VCorePlain/255/VCoreVar/2958/Variants/512/Core/4,87.81848938702099,87.74522683625037,87.9264010055211,0.10296134038864588,0.029067251415348494,0.1356286427772485,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8*V9,3752,1498,0.004533901687595635,3213,255,2958,512,4
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8*V9*V10/Chc/3809/numPlain/1441/Compression/2.2627576375406533e-3/VCore_Total/3250/VCorePlain/235/VCoreVar/3015/Variants/1024/Core/4,178.38988279166702,178.2485687590015,178.44269798704195,0.09588754182220113,0.010783132776517018,0.12197146906808089,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8*V9*V10,3809,1441,0.0022627576375406533,3250,235,3015,1024,4
Z3/v-->v/V1*V2/Chc/1322/numPlain/3143/Compression/0.43001393608958216/VCore_Total/2309/VCorePlain/996/VCoreVar/1313/Variants/4/Core/5,0.11132612726302926,0.03683671296603279,0.19791075436525196,0.0976092165492468,0.04737282362018627,0.1266785162240507,Z3,v-->v,V1*V2,1322,3143,0.43001393608958216,2309,996,1313,4,5
Z3/v-->v/V1*V2*V3/Chc/1400/numPlain/3081/Compression/0.22435286784508815/VCore_Total/2326/VCorePlain/951/VCoreVar/1375/Variants/8/Core/5,0.9019384485630629,0.6445765676253359,1.4156939037505556,0.5134339264505584,0.0006490414414451751,0.5937027635127353,Z3,v-->v,V1*V2*V3,1400,3081,0.22435286784508815,2326,951,1375,8,5
Z3/v-->v/V1*V2*V3*V4/Chc/1478/numPlain/3011/Compression/0.11778550160073432/VCore_Total/2374/VCorePlain/929/VCoreVar/1445/Variants/16/Core/5,1.3889932141022048,1.3703471624958183,1.3989215219371545,0.01786837583936394,0.0033620725419799546,0.023471699315688967,Z3,v-->v,V1*V2*V3*V4,1478,3011,0.11778550160073432,2374,929,1445,16,5
Z3/v-->v/V1*V2*V3*V4*V5/Chc/2159/numPlain/2695/Compression/6.495518204814074e-2/VCore_Total/2382/VCorePlain/621/VCoreVar/1761/Variants/32/Core/5,3.5159050728110137,3.443869863306645,3.5579985483136625,0.06835791085346979,0.027745754650382537,0.08785630268141272,Z3,v-->v,V1*V2*V3*V4*V5,2159,2695,0.06495518204814074,2382,621,1761,32,5
Z3/v-->v/V1*V2*V3*V4*V5*V6/Chc/2827/numPlain/2152/Compression/3.38131445426035e-2/VCore_Total/2814/VCorePlain/510/VCoreVar/2304/Variants/64/Core/5,8.649171224435728,8.591848565183682,8.720507810938216,0.07213874720858333,0.02704472037657979,0.09904193356015216,Z3,v-->v,V1*V2*V3*V4*V5*V6,2827,2152,0.0338131445426035,2814,510,2304,64,5
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7/Chc/3248/numPlain/1881/Compression/1.7402113646176727e-2/VCore_Total/2929/VCorePlain/354/VCoreVar/2575/Variants/128/Core/5,18.532708044272113,18.510881892085308,18.54785210325099,0.023630378615288918,0.012564924167236313,0.03329592339153813,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7,3248,1881,0.017402113646176727,2929,354,2575,128,5
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8/Chc/3633/numPlain/1562/Compression/8.931392725462844e-3/VCore_Total/3186/VCorePlain/292/VCoreVar/2894/Variants/256/Core/5,38.3592927640863,38.33163263100687,38.379470418751225,0.027318832909762374,0.010725435562935422,0.0368255461755204,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8,3633,1562,0.008931392725462844,3186,292,2894,256,5
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8*V9/Chc/3752/numPlain/1498/Compression/4.533901687595635e-3/VCore_Total/3213/VCorePlain/255/VCoreVar/2958/Variants/512/Core/5,77.98524879783508,77.89716326849884,78.09158631288119,0.12052606528511699,0.03744405748256842,0.16214828184194238,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8*V9,3752,1498,0.004533901687595635,3213,255,2958,512,5
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8*V9*V10/Chc/3809/numPlain/1441/Compression/2.2627576375406533e-3/VCore_Total/3250/VCorePlain/235/VCoreVar/3015/Variants/1024/Core/5,158.3205083361854,158.15721196574304,158.40998695143844,0.16151838483474681,0.07765970052506455,0.20664201041220429,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8*V9*V10,3809,1441,0.0022627576375406533,3250,235,3015,1024,5
Z3/v-->v/V1*V2/Chc/1322/numPlain/3143/Compression/0.43001393608958216/VCore_Total/2309/VCorePlain/996/VCoreVar/1313/Variants/4/Core/6,0.06840395116109341,0.02284555404631343,0.1632124994185038,0.07125438108468292,0.035714977051645,0.09207574595186158,Z3,v-->v,V1*V2,1322,3143,0.43001393608958216,2309,996,1313,4,6
Z3/v-->v/V1*V2*V3/Chc/1400/numPlain/3081/Compression/0.22435286784508815/VCore_Total/2326/VCorePlain/951/VCoreVar/1375/Variants/8/Core/6,0.685438839771147,0.641717728955579,0.7658059178381033,0.07928436970985417,0.001409696541789629,0.09552313233943802,Z3,v-->v,V1*V2*V3,1400,3081,0.22435286784508815,2326,951,1375,8,6
Z3/v-->v/V1*V2*V3*V4/Chc/1478/numPlain/3011/Compression/0.11778550160073432/VCore_Total/2374/VCorePlain/929/VCoreVar/1445/Variants/16/Core/6,1.1814189247722122,1.1588553590045194,1.2103805212500447,0.029724587537399698,0.008384663962250044,0.03966408838999093,Z3,v-->v,V1*V2*V3*V4,1478,3011,0.11778550160073432,2374,929,1445,16,6
Z3/v-->v/V1*V2*V3*V4*V5/Chc/2159/numPlain/2695/Compression/6.495518204814074e-2/VCore_Total/2382/VCorePlain/621/VCoreVar/1761/Variants/32/Core/6,3.2455846708771787,3.203694383002585,3.2596387785015395,0.02792824556599974,0.00020582624892995227,0.03245657128057865,Z3,v-->v,V1*V2*V3*V4*V5,2159,2695,0.06495518204814074,2382,621,1761,32,6
Z3/v-->v/V1*V2*V3*V4*V5*V6/Chc/2827/numPlain/2152/Compression/3.38131445426035e-2/VCore_Total/2814/VCorePlain/510/VCoreVar/2304/Variants/64/Core/6,8.0447271876889,8.006347412502995,8.083106962874808,0.04475648640359683,0.03731980656585431,0.04926765174849913,Z3,v-->v,V1*V2*V3*V4*V5*V6,2827,2152,0.0338131445426035,2814,510,2304,64,6
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7/Chc/3248/numPlain/1881/Compression/1.7402113646176727e-2/VCore_Total/2929/VCorePlain/354/VCoreVar/2575/Variants/128/Core/6,17.116972419875612,17.094187935376794,17.15724661825152,0.03852434330409288,0.0020662145053699787,0.047537745800136505,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7,3248,1881,0.017402113646176727,2929,354,2575,128,6
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8/Chc/3633/numPlain/1562/Compression/8.931392725462844e-3/VCore_Total/3186/VCorePlain/292/VCoreVar/2894/Variants/256/Core/6,35.223723920476914,35.15646157212541,35.27255010422596,0.06399341420756699,0.0006898099705705124,0.07801277483942125,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8,3633,1562,0.008931392725462844,3186,292,2894,256,6
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8*V9/Chc/3752/numPlain/1498/Compression/4.533901687595635e-3/VCore_Total/3213/VCorePlain/255/VCoreVar/2958/Variants/512/Core/6,71.93744773116607,71.84329317749689,71.99561159158353,0.095883472200129,0.04743789284041591,0.1343236818765019,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8*V9,3752,1498,0.004533901687595635,3213,255,2958,512,6
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8*V9*V10/Chc/3809/numPlain/1441/Compression/2.2627576375406533e-3/VCore_Total/3250/VCorePlain/235/VCoreVar/3015/Variants/1024/Core/6,145.47052694644057,145.44831400037464,145.5029330334995,0.03442926640557376,0.000982096621301852,0.04237311684378588,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8*V9*V10,3809,1441,0.0022627576375406533,3250,235,3015,1024,6
Z3/v-->v/V1*V2/Chc/1322/numPlain/3143/Compression/0.43001393608958216/VCore_Total/2309/VCorePlain/996/VCoreVar/1313/Variants/4/Core/7,0.06535511012886888,0.01899198875282309,0.12912625856181312,0.07066344332285547,0.02939125113350318,0.09064258799391547,Z3,v-->v,V1*V2,1322,3143,0.43001393608958216,2309,996,1313,4,7
Z3/v-->v/V1*V2*V3/Chc/1400/numPlain/3081/Compression/0.22435286784508815/VCore_Total/2326/VCorePlain/951/VCoreVar/1375/Variants/8/Core/7,0.6446989269579717,0.6386051878307626,0.6480775467089188,0.005847170127412642,0.0015322884797274398,0.0078025880907948,Z3,v-->v,V1*V2*V3,1400,3081,0.22435286784508815,2326,951,1375,8,7
Z3/v-->v/V1*V2*V3*V4/Chc/1478/numPlain/3011/Compression/0.11778550160073432/VCore_Total/2374/VCorePlain/929/VCoreVar/1445/Variants/16/Core/7,1.1938178794359071,1.1638695224961946,1.212305975500082,0.030508142614003572,0.014673971166664627,0.04269642895782015,Z3,v-->v,V1*V2*V3*V4,1478,3011,0.11778550160073432,2374,929,1445,16,7
Z3/v-->v/V1*V2*V3*V4*V5/Chc/2159/numPlain/2695/Compression/6.495518204814074e-2/VCore_Total/2382/VCorePlain/621/VCoreVar/1761/Variants/32/Core/7,3.057773828872996,3.014635272625128,3.104475627245847,0.04957102261770186,0.021376138245614126,0.06915913723248486,Z3,v-->v,V1*V2*V3*V4*V5,2159,2695,0.06495518204814074,2382,621,1761,32,7
Z3/v-->v/V1*V2*V3*V4*V5*V6/Chc/2827/numPlain/2152/Compression/3.38131445426035e-2/VCore_Total/2814/VCorePlain/510/VCoreVar/2304/Variants/64/Core/7,7.6823537476054,7.667540794187516,7.707504801292695,0.023844240054744035,0.0030508875501567834,0.03056737900860413,Z3,v-->v,V1*V2*V3*V4*V5*V6,2827,2152,0.0338131445426035,2814,510,2304,64,7
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7/Chc/3248/numPlain/1881/Compression/1.7402113646176727e-2/VCore_Total/2929/VCorePlain/354/VCoreVar/2575/Variants/128/Core/7,16.01540567212275,15.94027688674214,16.089541980874856,0.08134275283194205,0.046308801505801966,0.11490432303751758,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7,3248,1881,0.017402113646176727,2929,354,2575,128,7
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8/Chc/3633/numPlain/1562/Compression/8.931392725462844e-3/VCore_Total/3186/VCorePlain/292/VCoreVar/2894/Variants/256/Core/7,32.99003576203995,32.91990727924713,33.0899558482497,0.09472624162196933,0.008568812256271485,0.12032498340409276,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8,3633,1562,0.008931392725462844,3186,292,2894,256,7
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8*V9/Chc/3752/numPlain/1498/Compression/4.533901687595635e-3/VCore_Total/3213/VCorePlain/255/VCoreVar/2958/Variants/512/Core/7,67.37935086902144,67.34932818106245,67.40057264766801,0.03129827036028384,0.017601818624825682,0.04395557215726156,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8*V9,3752,1498,0.004533901687595635,3213,255,2958,512,7
Z3/v-->v/V1*V2*V3*V4*V5*V6*V7*V8*V9*V10/Chc/3809/numPlain/1441/Compression/2.2627576375406533e-3/VCore_Total/3250/VCorePlain/235/VCoreVar/3015/Variants/1024/Core/7,135.99999190148083,135.83896503401047,136.06866639618602,0.11507243819137918,0.010439556292112684,0.14654239074707362,Z3,v-->v,V1*V2*V3*V4*V5*V6*V7*V8*V9*V10,3809,1441,0.0022627576375406533,3250,235,3015,1024,7
Z3/v-->v/V1*V2/Chc/1322/numPlain/3143/Compression/0.43001393608958216/VCore_Total/2309/VCorePlain/996/VCoreVar/1313/Variants/4/Core/8,0.07238122884206989,0.017021055896717978,0.14818532027087972,0.08022785312733537,0.0549707519384916,0.09882983398519148,Z3,v-->v,V1*V2,1322,3143,0.43001393608958216,2309,996,1313,4,8
